Date,Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL
2025-04-01,211.9811248779297,224.6401413119672,168.7968355943887,219.27327313828556,1607318600
2025-05-01,200.3595733642578,214.0360879537139,192.77812484948234,208.56947320319304,1195728200
2025-06-01,204.93740844726562,207.15489297707504,194.84886739578616,200.0529525757105,1100409300
2025-07-01,207.33470153808594,215.98487279390304,205.90631469100103,206.435712652381,1079935600
2025-08-01,231.87684631347656,234.85346392847688,201.27158031796307,210.6309536420719,1218079100
2025-09-01,236.0850067138672,237.97000122070312,226.97000122070312,229.25,74215523
